"Date"	"S1"	"S2"	"S3"	"S4"	"S5"	"S6"
2008-11-21	0	0.013	0	0	0	0
2008-11-22	0	0.016	0	0	0	0
2008-11-23	0	0.011	0	0	0	0
2008-11-24	0	0	0	0	0	0
2008-11-25	0	0	0	0	0	0
2008-11-26	0	0	0	0	0	0
2008-11-27	0	0	0	0	0	0
2008-11-28	0	0	0	0	0	0
2008-11-29	0	0	0	0	0	0
2008-11-30	0	0	0	0	0	0
2008-12-01	0	0	0	0	0	0
2008-12-02	0	0	0	0	0	0
2008-12-03	0	0.022	0	0	0	0
2008-12-04	0	0.256	0	0	0	0
2008-12-05	0	0.009	0	0	0	0
2008-12-06	0	0.027	0	0	0	0
2008-12-07	0	0.101	0	0	0	0.004
2008-12-08	0	0	0	0	0	0
2008-12-09	0	0	0	0	0	0
2008-12-10	0.239	0	0	0	0	0
2008-12-11	0	0	0	0	0	0
2008-12-12	0	0	0	0	0	0
2008-12-13	0	0	0	0	0	0
2008-12-14	0	0	0	0	0	0
2008-12-15	0	0	0	0	0	0
2008-12-16	0	0	0	0	0	0
2008-12-17	0	0	0	0	0	0
2008-12-18	0	0	0	0	0	0
2008-12-19	0	0	0	0	0	0
2008-12-20	0	0	0	0	0	0
2008-12-21	0	0	0	0	0	0
2008-12-22	0	0	0	0	0	0
2008-12-23	0	0	0	0	0	0
2008-12-24	0	0	0	0	0	0
2008-12-25	0	0	0	0	0	0
2008-12-26	0	0	0	0	0	0
2008-12-27	0	0	0	0	0	0
2008-12-28	0	0	0	0	0	0
2008-12-29	0	0	0	0	0	0
2008-12-30	0	0	0	0	0	0
2008-12-31	0	0	0	0	0	0
2009-01-01	0	0	0	0	0	0
2009-01-02	0	0	0	0	0	0
2009-01-03	0	0	0	0	0	0
2009-01-04	0	0	0	0	0	0
2009-01-05	0	0	0	0	0	0
2009-01-06	0	0	0	0	0	0
2009-01-07	0	0	0	0	0	0
2009-01-08	0	0	0	0	0	0
2009-01-09	0	0	0	0	0	0
2009-01-10	0	0	0	0	0	0
2009-01-11	0	0	0	0	0	0
2009-01-12	0	0	0	0	0	0
2009-01-13	0.885	0	0	0	0	0
2009-01-14	0	0	0	0	0	0
2009-01-15	0	0	0	0	0	0
2009-01-16	0	0	0	0	0	0
2009-01-17	0	0	0	0	0	0
2009-01-18	0	0	0	0	0	0
2009-01-19	0	0	0	0	0	0
2009-01-20	0	0	0	0	0	0
2009-01-21	0	0	0	0	0	0
2009-01-22	0	0	0	0	0	0
2009-01-23	0	0	0	0	0	0
2009-01-24	0	0	0	0	0	0
2009-01-25	0	0	0	0	0	0
2009-01-26	0	0	0	0	0	0
2009-01-27	0	0	0	0	0	0
2009-01-28	0	0	0	0	0	0
2009-01-29	0	0	0	0	0	0
2009-01-30	0	0	0	0	0	0
2009-01-31	0	0	0	0	0	0
2009-02-01	0	0	0	0	0	0
2009-02-02	0	0	0	0	0	0
2009-02-03	0	0	0	0	0	0
2009-02-04	0	0	0	0	0	0
2009-02-05	0	0	0	0	0	0
2009-02-06	0	0	0	0	0	0
2009-02-07	0	0	0	0	0	0
2009-02-08	0	0	0	0	0	0
2009-02-09	0	0	0	0	0	0
2009-02-10	0	0	0	0	0	0
2009-02-11	0	0	0	0	0	0
2009-02-12	0	0	0	0	0	0
2009-02-13	0	0	0	0	0	0
2009-02-14	0	0	0	0	0	0
2009-02-15	0	0	0	0	0	0
2009-02-16	0	0	0	0	0	0
2009-02-17	0	0	0	0	0	0
2009-02-18	0	0	0	0	0	0
2009-02-19	0	0	0	0	0	0
2009-02-20	0	0	0	0	0	0
2009-02-21	0	0	0	0	0	0
2009-02-22	0	0	0	0	0	0
2009-02-23	0	0	0	0	0	0
2009-02-24	0	0	0	0	0	0
2009-02-25	0	0	0	0	0	0
2009-02-26	0	0	0	0	0	0.002
2009-02-27	0	0	0	0	0	0.004
2009-02-28	0	0	0	0	0	0
2009-03-01	0	0	0	0	0	0
2009-03-02	0	0	0	0	0	0
2009-03-03	0	0	0	0	0	0
2009-03-04	0	0	0	0	0	0
2009-03-05	0	0	0	0	0	0
2009-03-06	0	0	0	0	0	0
2009-03-07	0	0	0	0	0.075	0.01
2009-03-08	0	0	0.001	0	0.843	0.501
2009-03-09	0.349	0	0.002	0.002	0.84	0.428
2009-03-10	0.955	0	0.21	0.57	1.845	0.808
2009-03-11	0.388	0	0.001	0.013	0.813	0.115
2009-03-12	0.061	0	0.001	0.01	0.389	0
2009-03-13	0.013	0	0.001	0.011	0	0
2009-03-14	0.001	0	0.001	0.011	0	0
2009-03-15	0.003	0	0.001	0.01	0	0
2009-03-16	0.027	0	0.001	0.009	0	0
2009-03-17	0.017	0	0	0.009	0	0
2009-03-18	0	0	0	0.008	0	0
2009-03-19	0	0	0	0.008	0	0
2009-03-20	0	0	0	0.008	0	0
2009-03-21	0	0	0	0.008	0	0
2009-03-22	0	0	0	0.007	0	0
2009-03-23	0	0	0	0.007	0	0
2009-03-24	0	0	0	0.007	0	0
2009-03-25	0.031	0	0	0.007	0	0
2009-03-26	0.015	0	0	0.006	0	0
2009-03-27	0.002	0	0	0.005	0	0
2009-03-28	0.001	0	0	0.006	0	0
2009-03-29	0.006	0	0	0.007	0	0
2009-03-30	0.252	0	0	0.006	0	0.121
2009-03-31	0.146	0	0	0.005	0	0.074
2009-04-01	0.015	0	0	0.004	0.143	0
2009-04-02	0	0	0	0.005	0.304	0
2009-04-03	0	0	0	0.005	0.224	0
2009-04-04	0	0	0	0.005	0.196	0
2009-04-05	0	0	0	0.004	0.176	0
2009-04-06	0	0	0	0.005	0.135	0
2009-04-07	0	0	0	0.005	0.117	0
2009-04-08	0	0	0	0.005	0.1	0
2009-04-09	0	0	0	0.004	0.077	0
2009-04-10	0	0	0	0.005	0.057	0
2009-04-11	0	0	0	0.004	0.031	0
2009-04-12	0	0	0	0.004	0.028	0
2009-04-13	0	0	0	0.003	0.049	0
2009-04-14	0	0	0	0.003	0.08	0
2009-04-15	0	0	0.027	0.004	0.074	0
2009-04-16	0	0	0.002	0.003	0.05	0
2009-04-17	0	0	0	0.003	0.041	0
2009-04-18	0	0	0	0.003	0.041	0
2009-04-19	0	0	0	0.003	0.035	0
2009-04-20	0	0	0	0.003	0.025	0
2009-04-21	0	0	0	0.003	0.013	0
2009-04-22	0	0	0	0.003	0.004	0
2009-04-23	0	0	0	0.003	0	0
2009-04-24	0	0	0	0.004	0	0
2009-04-25	0	0	0	0.004	0	0
2009-04-26	0	0	0.022	0.003	0.089	0
2009-04-27	0	0	0.03	0.004	0.118	0
2009-04-28	0	0	0.022	0.003	0.11	0
2009-04-29	0.019	0	0.017	0.003	0.095	0
2009-04-30	1.524	0	1.843	1.859	1.852	0
2009-05-01	0.498	0	0.897	1.114	1.131	0
2009-05-02	0.112	0	0.31	0.346	0.39	0
2009-05-03	0.015	0	0.1	0.058	0.212	0
2009-05-04	0	0	0.043	0.006	0.14	0
2009-05-05	0	0	0.021	0.006	0.103	0
2009-05-06	0	0	0.01	0.008	0.091	0
2009-05-07	0	0	0.002	0.006	0.06	0
2009-05-08	0	0	0	0.007	0.054	0
2009-05-09	0	0	0.012	0.002	0.105	0
2009-05-10	0	0	0.009	0.001	0.082	0
2009-05-11	0	0	0.003	0.001	0.063	0
2009-05-12	0	0	0.001	0	0.061	0
2009-05-13	0.114	0	0.071	0.087	0.176	0.073
2009-05-14	0.428	0	0.467	0.593	0.717	0.131
2009-05-15	0.965	0	1.13	1.168	1.274	1.011
2009-05-16	1.027	0	1.668	1.74	1.892	1.192
2009-05-17	0.25	0	0.509	0.658	0.605	0.014
2009-05-18	0.06	0	0.219	0.168	0.359	0
2009-05-19	0.008	0	0.081	0.029	0.237	0
2009-05-20	0	0	0.04	0.002	0.164	0
2009-05-21	0	0	0.015	0.001	0.12	0
2009-05-22	0	0	0.005	0	0.102	0
2009-05-23	0	0	0.001	0	0.077	0
2009-05-24	0	0	0	0	0.06	0
2009-05-25	0	0	0	0	0.046	0
2009-05-26	0	0	0	0	0.05	0
2009-05-27	0	0	0	0	0.03	0
2009-05-28	0	0	0	0	0.017	0
2009-05-29	0	0	0	0	0.002	0
2009-05-30	0	0	0	0	0.006	0
2009-05-31	0	0	0	0	0.002	0
2009-06-01	0	0	0	0	0.001	0
2009-06-02	0	0	0	0	0.025	0
2009-06-03	0	0	0	0	0.061	0
2009-06-04	0	0	0	0	0.071	0
2009-06-05	0	0	0	0	0.07	0
2009-06-06	0	0	0	0	0.058	0
2009-06-07	0.005	0	0	0	0.067	0.014
2009-06-08	1.288	0	1.483	1.601	1.787	1.484
2009-06-09	0.372	0	0.007	0.154	0.707	0.042
2009-06-10	0.055	0	0	0	0.459	0
2009-06-11	0.051	0	0	0	0.383	0
2009-06-12	0.018	0	0	0	0.352	0
2009-06-13	0	0	0	0	0.277	0
2009-06-14	0	0	0	0	0.234	0
2009-06-15	0	0	0	0	0.191	0
2009-06-16	0.085	0	0	0	0.214	0.038
2009-06-17	0.69	0	0	0.157	0.655	0.236
2009-06-18	0.749	0	1.091	1.328	1.597	0.998
2009-06-19	0.425	0	0.003	0.175	0.63	0.045
2009-06-20	0.217	0	0	0.01	0.517	0.003
2009-06-21	0.215	0	0	0.007	0.471	0.02
2009-06-22	0.807	0	0.987	1.325	1.582	0.883
2009-06-23	0.317	0	0	0.108	0.582	0.03
2009-06-24	0.461	0	0.001	0.195	0.579	0.059
2009-06-25	0.087	0	0	0	0.472	0
2009-06-26	0.011	0	0	0	0.353	0
2009-06-27	0.093	0	0	0.009	0.337	0.011
2009-06-28	0.124	0	0	0.006	0.436	0.001
2009-06-29	0.008	0	0	0	0.363	0
2009-06-30	0	0	0	0	0.334	0
2009-07-01	0	0	0	0	0.249	0
2009-07-02	0	0	0	0	0.201	0
2009-07-03	0	0	0	0	0.152	0
2009-07-04	0.573	0	0.025	0.294	0.73	0.285
2009-07-05	0.332	0	0.001	0.043	0.619	0.012
2009-07-06	0.019	0	0	0	0.398	0
2009-07-07	0	0	0	0	0.284	0
2009-07-08	0	0	0	0	0.232	0
2009-07-09	0	0	0	0	0.187	0
2009-07-10	0.592	0	0.863	0.958	1.138	0.834
2009-07-11	0.44	0	0.06	0.297	1.037	0.092
2009-07-12	0.03	0	0	0	0.396	0
2009-07-13	0	0	0	0	0.333	0
2009-07-14	0	0	0	0	0.225	0
2009-07-15	0	0	0	0	0.195	0
2009-07-16	0	0	0	0	0.134	0
2009-07-17	0	0	0	0	0.101	0
2009-07-18	0	0	0	0	0.06	0
2009-07-19	0	0	0	0	0.033	0
2009-07-20	0	0	0	0	0.018	0
2009-07-21	0	0	0	0	0.02	0
2009-07-22	0	0	0	0	0.061	0
2009-07-23	0	0	0	0	0.029	0
2009-07-24	0	0	0	0	0.015	0
2009-07-25	0	0	0	0	0.003	0
2009-07-26	0	0	0	0	0	0
2009-07-27	0	0	0	0	0	0
2009-07-28	0	0	0	0	0	0
2009-07-29	0	0	0	0	0	0
2009-07-30	0	0	0	0	0	0
2009-07-31	0	0	0	0	0	0
2009-08-01	0	0	0	0	0	0
2009-08-02	0	0	0	0	0	0
2009-08-03	0	0	0	0	0	0
2009-08-04	0	0	0	0	0	0
2009-08-05	0	0	0	0	0	0
2009-08-06	0	0	0	0	0	0
2009-08-07	0	0	0	0	0	0
2009-08-08	0	0	0	0	0	0
2009-08-09	0	0	0	0	0	0
2009-08-10	0	0	0	0	0	0
2009-08-11	0	0	0	0	0	0
2009-08-12	0	0	0	0	0	0
2009-08-13	0	0	0	0	0	0
2009-08-14	0	0	0	0	0	0
2009-08-15	0	0	0	0	0	0
2009-08-16	0	0	0	0	0	0
2009-08-17	0	0	0	0	0	0
2009-08-18	0	0	0	0	0	0
2009-08-19	0	0	0	0	0	0
2009-08-20	0	0	0	0	0	0.001
2009-08-21	0	0	0	0	0	0
2009-08-22	0	0	0	0	0	0
2009-08-23	0	0	0	0	0	0
2009-08-24	0	0	0	0	0	0
2009-08-25	0	0	0	0	0	0
2009-08-26	0.013	0	0	0	0.055	0.008
2009-08-27	1.056	0	1.276	1.5	1.711	0.929
2009-08-28	1.159	0	1.378	1.605	1.757	1.228
2009-08-29	0.275	0	0.005	0.224	0.284	0.009
2009-08-30	0.013	0	0	0	0.127	0
2009-08-31	0	0	0	0	0.057	0
2009-09-01	0	0	0	0	0.029	0
2009-09-02	0	0	0	0	0.014	0
2009-09-03	0	0	0	0	0.002	0
2009-09-04	0	0	0	0	0	0
2009-09-05	0	0	0	0	0	0
2009-09-06	0	0	0	0	0	0
2009-09-07	0	0	0	0	0	0
2009-09-08	0	0	0	0	0	0
2009-09-09	0	0	0	0	0	0
2009-09-10	0	0	0	0	0	0
2009-09-11	0	0	0	0	0	0
2009-09-12	0	0	0	0	0	0
2009-09-13	0	0	0	0	0	0
2009-09-14	0	0	0	0	0	0
2009-09-15	0	0	0	0	0	0
2009-09-16	0	0	0	0	0	0
2009-09-17	0	0	0	0	0	0
2009-09-18	0	0	0	0	0	0
2009-09-19	0	0	0	0	0	0
2009-09-20	0	0	0	0	0	0
2009-09-21	0	0	0	0	0	0
2009-09-22	0	0	0	0	0	0
2009-09-23	0	0	0	0	0	0
2009-09-24	0	0	0	0	0	0
2009-09-25	0	0	0	0	0	0
2009-09-26	0	0	0	0	0	0
2009-09-27	0	0	0	0	0	0
2009-09-28	0	0	0	0	0	0
2009-09-29	0	0	0	0	0	0
2009-09-30	0	0	0	0	0	0
2009-10-01	0.013	0	0	0	0.037	0
2009-10-02	0.027	0	0	0	0.149	0
2009-10-03	0.017	0	0	0	0.112	0
2009-10-04	0	0	0	0	0.071	0
2009-10-05	0	0	0	0	0.051	0
2009-10-06	0	0	0	0	0.036	0
2009-10-07	0	0	0	0	0.021	0
2009-10-08	0	0	0	0	0.018	0
2009-10-09	0	0	0	0	0.009	0
2009-10-10	0	0	0	0	0.002	0
2009-10-11	0	0	0	0	0	0
2009-10-12	0	0	0	0	0	0
2009-10-13	0	0	0	0	0	0
2009-10-14	0	0	0	0	0	0
2009-10-15	0	0	-0.918	0	0	0
2009-10-16	0	0	1.057	0	0	0
2009-10-17	0	0	0	0	0	0
2009-10-18	0	0	0	0	0	0
2009-10-19	0	0	0	0	0	0
2009-10-20	0	0	0	0	0	0
2009-10-21	0	0	0	0	0	0
2009-10-22	0.349	0	0.075	0.252	0.431	0.261
2009-10-23	0.83	0	1.867	1.898	1.897	1.584
2009-10-24	0.462	0	0.087	0.409	0.657	0.108
2009-10-25	0.092	0	0	0.007	0.233	0.001
2009-10-26	0.088	0	0	0	0.205	0
2009-10-27	0.057	0	0	0	0.196	0
2009-10-28	0.002	0	0	0	0.147	0
2009-10-29	0.348	0	0.182	0.343	0.559	0.244
2009-10-30	1.494	0	1.915	1.915	1.897	1.867
2009-10-31	0.411	0	0.218	0.544	0.744	0.134
2009-11-01	0.101	0	0	0.009	0.221	0
2009-11-02	0.011	0	0	0	0.171	0
2009-11-03	0	0	0	0	0.128	0
2009-11-04	0	0	0	0	0.09	0
2009-11-05	0	0	0	0	0.065	0
2009-11-06	0	0	0	0	0.046	0
2009-11-07	0	0	0	0	0.032	0
2009-11-08	0	0	0	0	0.012	0
2009-11-09	0	0	0	0	0.003	0
2009-11-10	0.215	0	0	0	0.193	0.006
2009-11-11	0.026	0	0	0	0.184	0
2009-11-12	0	0	0	0	0.116	0
2009-11-13	0	0	0	0	0.072	0
2009-11-14	0	0	0	0	0.042	0
2009-11-15	0	0	0	0	0.019	0
2009-11-16	0	0	0	0	0.015	0
2009-11-17	0.309	0	0	0.001	0.173	0.105
2009-11-18	0.434	0	0	0.165	0.268	0.113
2009-11-19	0.135	0	0	0.032	0.234	0.011
2009-11-20	0.037	0	0	0	0.179	0
2009-11-21	0.003	0	0	0	0.157	0
2009-11-22	0	0	0	0	0.102	0
2009-11-23	0	0	0	0	0.07	0
2009-11-24	0	0	0	0	0.057	0
2009-11-25	0	0	0	0	0.038	0
2009-11-26	0	0	0	0	0.027	0
2009-11-27	0	0	0	0	0.03	0
2009-11-28	0	0	0	0	0.027	0
2009-11-29	0	0	0	0	0.018	0
2009-11-30	0	0	0	0	0.008	0
2009-12-01	0	0	0	0	0.004	0
2009-12-02	0	0	0	0	0.001	0
2009-12-03	0	0	0	0	0	0
2009-12-04	0	0	0	0	0	0
2009-12-05	0	0	0	0	0	0
2009-12-06	0	0	0	0	0	0
2009-12-07	0	0	0	0	0	0
2009-12-08	0	0	0	0	0	0
2009-12-09	0	0	0	0	0	0
2009-12-10	0	0	0	0	0	0
2009-12-11	0	0	0	0	0	0
2009-12-12	0	0	0	0	0	0
2009-12-13	0	0	0	0	0	0
2009-12-14	0	0	0	0	0	0
2009-12-15	0	0	0	0	0	0
2009-12-16	0	0	0	0	0	0
2009-12-17	0	0	0	0	0	0
2009-12-18	0	0	0	0	0	0
2009-12-19	0	0	0	0	0	0
2009-12-20	0	0	0	0	0	0
2009-12-21	0	0	0	0	0	0
2009-12-22	0	0	0	0	0	0
2009-12-23	0	0	0	0	0	0
2009-12-24	0	0	0	0	0.105	0.103
2009-12-25	0	0	0	0	0.33	0.281
2009-12-26	0	0	0	0	0.196	0.001
2009-12-27	0	0	0	0	0.139	0
2009-12-28	0	0	0	0	0.097	0
2009-12-29	0	0	0	0	0.074	0
2009-12-30	0	0	0	0	0.064	0
2009-12-31	0	0	0	0	0.037	0
2010-01-01	0	0	0	0	0.014	0.001
2010-01-02	0	0	0	0	0.004	0.013
2010-01-03	0	0	0	0	0	0.055
2010-01-04	0	0	0	0	0	1.132
2010-01-05	0	0	0	0	0	1.069
2010-01-06	0	0	0	0	0	0.001
2010-01-07	0	0	0	0	0	0
2010-01-08	0	0	0	0	0	0.001
2010-01-09	0	0	0	0	0	0.525
2010-01-10	0	0	0	0	0	0.046
2010-01-11	0	0	0	0	0	0
2010-01-12	0	0	0	0	0	0
2010-01-13	0	0	0	0	0	0
2010-01-14	0	0	0	0	0	0
2010-01-15	0	0	0	0	0	0
2010-01-16	0	0	0	0	0	0
2010-01-17	0	0	0	0	0	0
2010-01-18	0	0	0	0	0	0
2010-01-19	0	0	0	0	0	0
2010-01-20	0	0	0	0	0	0
2010-01-21	0	0	0	0	0	0
2010-01-22	0	0	0	0	0	0
2010-01-23	0	0	0	0	0	0
2010-01-24	0	0	0	0	0	0.073
2010-01-25	0	0	0	0	0	0.05
2010-01-26	0	0	0	0	0	0.001
2010-01-27	0	0	0	0	0	0.001
2010-01-28	0	0	0	0	0	0.001
2010-01-29	0	0	0	0	0	0.002
2010-01-30	0	0	0	0	0	0.003
2010-01-31	0	0	0	0	0	0
2010-02-01	0	0	0	0	0	0.001
2010-02-02	0	0	0	0	0	0
2010-02-03	0	0	0	0	0	0
2010-02-04	0	0	0	0	0	0
2010-02-05	0	0	0	0	0	0
2010-02-06	0	0	0	0	0	0
2010-02-07	0	0	0	0	0	0
2010-02-08	0	0	0	0	0	0
2010-02-09	0	0	0	0	0	0
2010-02-10	0	0	0	0	0	0
2010-02-11	0	0	0	0	0	0.001
2010-02-12	0	0	0	0	0	0
2010-02-13	0	0	0	0	0	0
2010-02-14	0	0	0	0	0	0
2010-02-15	0	0	0	0	0	0
2010-02-16	0	0	0	0	0	0
2010-02-17	0	0	0	0	0	0
2010-02-18	0	0	0	0	0	0
2010-02-19	0	0	0	0	0	0
2010-02-20	0	0	0	0	0	0
2010-02-21	0	0	0	0	0	0
2010-02-22	0	0	0	0	0	0
2010-02-23	0	0	0	0	0	0
2010-02-24	0	0	0	0	0	0
2010-02-25	0	0	0	0	0	0.001
2010-02-26	0	0	0	0	0	0.001
2010-02-27	0	0	0	0	0	0
2010-02-28	0	0	0	0	0	0
2010-03-01	0	0	0	0	0	0
2010-03-02	0	0	0	0	0	0
2010-03-03	0	0	0	0	0	0
2010-03-04	0	0	0	0	0	0
2010-03-05	0	0	0	0	0	0
2010-03-06	0	0	0	0	0	0
2010-03-07	0	0	0	0	0	0
2010-03-08	0.046	0	0	0	0.054	0
2010-03-09	0.307	0	0	0.115	0.199	0.012
2010-03-10	0.616	0	0.062	0.61	0.301	0.365
2010-03-11	0.659	0	0.39	0.654	0.432	0.487
2010-03-12	0.297	0	0.138	0.136	0.298	0.166
2010-03-13	0.96	0	1.664	1.645	1.725	1.557
2010-03-14	0.685	0	1.024	1.148	1.392	0.818
2010-03-15	0.256	0	0.029	0.073	0.269	0.055
2010-03-16	0.045	0	0	0	0.188	0
2010-03-17	0.005	0	0	0	0.132	0
2010-03-18	0	0	0	0	0.096	0
2010-03-19	0	0	0	0	0.061	0
2010-03-20	0	0	0	0	0.038	0
2010-03-21	0	0	0	0	0.039	0
2010-03-22	0	0	0	0	0.043	0
2010-03-23	0	0	0	0	0.028	0
2010-03-24	0	0	0	0	0.015	0
2010-03-25	0	0	0	0	0.012	0
2010-03-26	0	0	0	0	0.011	0
2010-03-27	0	0	0	0	0.009	0
2010-03-28	0	0	0	0	0.004	0
2010-03-29	0	0	0	0	0.001	0
2010-03-30	0	0	0	0	0	0
2010-03-31	0	0	0	0	0	0
2010-04-01	0	0	0	0	0	0
2010-04-02	0	0	0	0	0	0
2010-04-03	0	0	0	0	0.005	0
2010-04-04	0	0	0	0	0.017	0
2010-04-05	0	0	0	0	0.038	0
2010-04-06	0	0	0	0	0.051	0
2010-04-07	0	0	0	0	0.045	0
2010-04-08	0	0	0	0	0.081	0
2010-04-09	0	0	0	0	0.067	0
2010-04-10	0	0	0	0	0.044	0
2010-04-11	0	0	0	0	0.025	0
2010-04-12	0	0	0	0	0.016	0
2010-04-13	0	0	0	0	0.008	0
2010-04-14	0	0	0	0	0.002	0
2010-04-15	0	0	0	0	0	0
2010-04-16	0	0	0	0	0	0
2010-04-17	0	0	0	0	0	0
2010-04-18	0	0	0	0	0	0
2010-04-19	0	0	0	0	0	0
2010-04-20	0	0	0	0	0	0
2010-04-21	0	0	0	0	0	0
2010-04-22	0	0	0	0	0	0
2010-04-23	0	0	0	0	0	0
2010-04-24	0.339	0	0.419	0.366	0.412	0.402
2010-04-25	1.91	0	1.915	1.915	1.897	1.91
2010-04-26	0.761	0	1.392	1.397	1.594	0.954
2010-04-27	0.198	0	0.382	0.235	0.208	0.006
2010-04-28	0.027	0	0.103	0.004	0.099	0
2010-04-29	0.001	0	0.057	0	0.054	0
2010-04-30	0.092	0	0.053	0.011	0.067	0.001
2010-05-01	0.107	0	0.132	0.034	0.127	0.001
2010-05-02	0.326	0	0.429	0.377	0.555	0.274
2010-05-03	0.719	0	1.105	1.103	1.447	0.575
2010-05-04	0.148	0	0.318	0.155	0.196	0.02
2010-05-05	0.006	0	0.071	0.002	0.08	0
2010-05-06	0	0	0.022	0	0.041	0
2010-05-07	0.479	0	0.286	0.25	0.196	0.175
2010-05-08	0.11	0	0.22	0.088	0.176	0.015
2010-05-09	0.004	0	0.053	0.001	0.076	0
2010-05-10	0	0	0.026	0	0.052	0
2010-05-11	0.742	0	0.444	0.455	0.313	0.37
2010-05-12	0.588	0	0.516	0.367	0.294	0.294
2010-05-13	0.884	0	1.603	1.553	1.75	1.156
2010-05-14	0.516	0	0.695	0.661	0.904	0.262
2010-05-15	0.121	0	0.263	0.094	0.173	0.004
2010-05-16	0.019	0	0.086	0.003	0.091	0
2010-05-17	0.032	0	0.055	0	0.065	0
2010-05-18	0.016	0	0.048	0	0.056	0
2010-05-19	0	0	0.026	0	0.041	0
2010-05-20	0	0	0.01	0	0.03	0
2010-05-21	0	0	0.004	0	0.021	0
2010-05-22	0	0	0.002	0	0.014	0
2010-05-23	0	0	0	0	0.01	0
2010-05-24	0	0	0	0	0.005	0
2010-05-25	0	0	0	0	0.003	0
2010-05-26	0	0	0	0	0.001	0
2010-05-27	0	0	0	0	0.001	0
2010-05-28	0	0	0	0	0	0
2010-05-29	0	0	0	0	0	0
2010-05-30	0	0	0	0	0	0
2010-05-31	0	0	0	0	0	0
2010-06-01	0	0	0	0	0	0
2010-06-02	0.763	0	1.275	1.252	1.47	0.959
2010-06-03	0.05	0	0.236	0.152	0.18	0.004
2010-06-04	0	0	0.04	0	0.06	0
2010-06-05	0.69	0	0.397	0.346	0.763	0.268
2010-06-06	0.183	0	0.253	0.157	0.188	0.017
2010-06-07	0.006	0	0.044	0.002	0.072	0
2010-06-08	0.159	0	0.057	0.028	0.101	0.002
2010-06-09	0.047	0	0.049	0.008	0.083	0
2010-06-10	0.029	0	0.026	0.004	0.07	0
2010-06-11	0.053	0	0.051	0.012	0.094	0
2010-06-12	0.801	0	1.017	1.023	1.147	0.991
2010-06-13	1.341	0	1.852	1.847	1.897	1.545
2010-06-14	1.299	0	1.915	1.915	1.897	1.888
2010-06-15	0.823	0	1.28	1.331	1.781	0.5
2010-06-16	0.531	0	0.463	0.494	0.74	0.143
2010-06-17	0.081	0	0.165	0.051	0.157	0
2010-06-18	0.471	0	0.48	0.43	0.667	0.43
2010-06-19	1.482	0	1.879	1.896	1.897	1.658
2010-06-20	0.47	0	0.44	0.558	0.57	0.077
2010-06-21	0.154	0	0.191	0.103	0.167	0.004
2010-06-22	0.433	0	0.289	0.148	0.221	0.079
2010-06-23	0.705	0	0.477	0.461	1.091	0.373
2010-06-24	0.61	0	0.341	0.376	0.732	0.158
2010-06-25	0.085	0	0.085	0	0.163	0
2010-06-26	0.117	0	0.087	0	0.141	0
2010-06-27	0.025	0	0.03	0	0.107	0
2010-06-28	0.001	0	0	0	0.071	0
2010-06-29	0.001	0	0	0	0.052	0
2010-06-30	0.001	0	0	0	0.036	0
2010-07-01	0.001	0	0	0	0.023	0
2010-07-02	0	0	0	0	0.016	0
2010-07-03	0	0	0	0	0.009	0
2010-07-04	0.001	0	0	0	0.004	0
2010-07-05	0	0	0	0	0.001	0
2010-07-06	0.001	0	0	0	0	0
2010-07-07	0.001	0	0	0	0.002	0
2010-07-08	0.001	0	0	0	0.009	0
2010-07-09	0	0	0	0	0.003	0
2010-07-10	0	0	0	0	0	0
2010-07-11	0	0	0	0	0	0
2010-07-12	0	0	0	0	0	0
2010-07-13	0	0	0	0	0	0
2010-07-14	0	0	0	0	0	0
2010-07-15	0	0	0	0	0	0
2010-07-16	0	0	0	0	0	0
2010-07-17	0.001	0	0	0	0	0
2010-07-18	0	0	0	0	0	0
2010-07-19	0	0	0	0	0	0
2010-07-20	0	0	0	0	0	0
2010-07-21	0	0	0	0	0	0
2010-07-22	0	0	0	0	0	0
2010-07-23	0	0	0	0	0	0
2010-07-24	0	0	0	0	0	0
2010-07-25	0	0	0	0	0	0
2010-07-26	0	0	0	0	0	0
2010-07-27	0	0	0	0	0	0
2010-07-28	0	0	0	0	0	0
2010-07-29	0	0	0	0	0	0
2010-07-30	0	0	0	0	0	0
2010-07-31	0	0	0	0	0	0
2010-08-01	0	0	0	0	0	0
2010-08-02	0	0	0	0	0	0
2010-08-03	0	0	0	0	0	0
2010-08-04	0	0	0	0	0	0
2010-08-05	0	0	0	0	0	0
2010-08-06	0	0	0	0	0	0
2010-08-07	0	0	0	0	0	0
2010-08-08	0	0	0	0	0	0
2010-08-09	0	0	0	0	0	0
2010-08-10	0	0	0	0	0	0
2010-08-11	0	0	0	0	0	0
2010-08-12	0	0	0	0	0	0
2010-08-13	0	0	0	0	0.012	0
2010-08-14	0	0	0	0	0.166	0.004
2010-08-15	0	0	0	0	0.018	0
2010-08-16	0	0	0	0	0	0
2010-08-17	0	0	0	0	0	0
2010-08-18	0	0	0	0	0	0
2010-08-19	0	0	0	0	0	0
2010-08-20	0	0	0	0	0	0
2010-08-21	0	0	0	0	0	0
2010-08-22	0	0	0	0	0	0
2010-08-23	0	0	0	0	0	0
2010-08-24	0	0	0	0	0	0
2010-08-25	0	0	0	0	0	0
2010-08-26	0	0	0	0	0	0
2010-08-27	0	0	0	0	0	0
2010-08-28	0	0	0	0	0	0
