"Date"	"S1"	"S2"	"S3"	"S4"	"S5"	"S6"
2009-05-09	15	48	15	8	8	30
2009-05-10	22	48	22	12	6	25
2009-05-11	15	48	13	14	13	24
2009-05-12	16	48	12	7	12	23
2009-05-13	19	48	13	10	13	17
2009-05-14	2	48	5	5	4	0
2009-05-15	2	48	1	5	8	3
2009-05-16	3	48	0	0	0	0
2009-05-17	3	48	9	3	5	2
2009-05-18	5	48	7	5	9	10
2009-05-19	4	48	16	8	14	19
2009-05-20	17	48	12	16	11	21
2009-05-21	16	48	14	12	16	24
2009-05-22	21	48	15	8	8	21
2009-05-23	19	48	18	16	10	21
2009-05-24	19	48	15	13	14	21
2009-05-25	15	48	20	23	15	16
2009-05-26	24	48	18	17	21	29
2009-05-27	33	48	26	21	23	29
2009-05-28	17	48	26	25	13	25
2009-05-29	17	48	25	16	12	16
2009-05-30	19	48	16	19	6	23
2009-05-31	18	48	19	23	6	25
2009-06-01	15	48	19	18	8	26
2009-06-02	26	48	23	29	11	31
2009-06-03	22	48	23	17	11	22
2009-06-04	15	48	13	11	10	24
2009-06-05	18	48	15	18	10	22
2009-06-06	23	48	20	17	17	22
2009-06-07	21	48	13	22	8	26
2009-06-08	2	48	0	2	0	0
2009-06-09	1	48	10	4	4	0
2009-06-10	6	48	23	22	15	18
2009-06-11	5	48	22	17	8	24
2009-06-12	6	48	25	17	9	29
2009-06-13	17	48	23	22	17	28
2009-06-14	16	48	18	19	8	26
2009-06-15	21	48	17	30	12	24
2009-06-16	18	48	27	35	15	26
2009-06-17	3	48	21	3	10	1
2009-06-18	4	48	6	7	2	2
2009-06-19	6	48	17	1	9	2
2009-06-20	7	48	21	13	13	2
2009-06-21	6	48	18	25	10	12
2009-06-22	4	48	1	0	0	0
2009-06-23	1	48	21	3	7	0
2009-06-24	2	48	14	4	8	0
2009-06-25	3	48	27	19	7	16
2009-06-26	4	48	26	26	12	26
2009-06-27	12	48	21	24	10	18
2009-06-28	2	48	25	16	8	11
2009-06-29	5	48	21	16	9	25
2009-06-30	18	48	25	17	10	27
2009-07-01	21	48	27	20	9	27
2009-07-02	21	48	31	23	16	24
2009-07-03	19	48	20	25	10	25
2009-07-04	9	48	14	9	3	4
2009-07-05	3	48	18	9	4	4
2009-07-06	5	48	24	21	12	31
2009-07-07	23	48	24	27	9	24
2009-07-08	29	48	22	20	11	23
2009-07-09	21	48	23	33	9	27
2009-07-10	9	48	11	15	8	9
2009-07-11	5	48	11	2	2	1
2009-07-12	6	48	20	20	2	17
2009-07-13	26	48	27	24	6	22
2009-07-14	29	48	32	24	3	23
2009-07-15	25	48	27	22	3	22
2009-07-16	28	48	23	17	7	21
2009-07-17	29	48	29	25	9	21
2009-07-18	29	48	21	27	12	27
2009-07-19	24	48	19	20	8	23
2009-07-20	18	48	23	15	12	14
2009-07-21	29	48	41	18	10	29
2009-07-22	30	48	30	19	13	26
2009-07-23	18	48	26	24	10	24
2009-07-24	26	48	29	26	8	25
2009-07-25	30	48	25	21	8	21
2009-07-26	19	48	25	16	7	24
2009-07-27	20	48	20	20	2	23
2009-07-28	26	48	28	15	10	30
2009-07-29	17	48	16	24	8	23
2009-07-30	27	48	17	21	16	17
2009-07-31	26	48	18	19	9	22
2009-08-01	17	48	19	17	12	28
2009-08-02	22	48	16	21	11	21
2009-08-03	20	48	24	24	12	17
2009-08-04	21	48	33	22	17	24
2009-08-05	24	48	16	17	8	19
2009-08-06	20	48	19	20	21	20
2009-08-07	27	48	22	28	19	24
2009-08-08	24	48	31	24	17	23
2009-08-09	29	48	28	19	25	28
2009-08-10	21	48	20	21	16	22
2009-08-11	26	48	30	19	19	19
2009-08-12	22	48	28	16	22	14
2009-08-13	25	48	27	19	17	25
2009-08-14	28	48	28	16	17	25
2009-08-15	28	48	27	22	21	15
2009-08-16	28	48	23	20	25	16
2009-08-17	23	48	24	9	16	21
2009-08-18	22	48	18	20	17	24
2009-08-19	27	48	20	21	25	14
2009-08-20	18	48	23	19	1	17
2009-08-21	23	48	22	12	12	27
2009-08-22	24	48	23	18	15	25
2009-08-23	15	48	19	22	26	16
2009-08-24	25	48	22	21	13	20
2009-08-25	22	48	28	19	19	23
2009-08-26	37	48	36	26	16	24
2009-08-27	5	48	5	2	0	2
2009-08-28	2	48	0	2	1	0
2009-08-29	4	48	14	9	2	9
2009-08-30	7	48	18	29	9	23
2009-08-31	25	48	22	27	14	16
2009-09-01	25	48	20	16	15	22
2009-09-02	21	48	32	22	15	21
2009-09-03	21	48	19	23	8	20
2009-09-04	25	48	24	17	3	25
2009-09-05	24	48	21	27	16	19
2009-09-06	32	48	16	19	18	24
2009-09-07	30	48	21	18	18	22
2009-09-08	23	48	25	18	15	20
2009-09-09	20	48	17	18	14	20
2009-09-10	23	48	21	20	22	25
2009-09-11	17	48	22	12	19	16
2009-09-12	18	48	27	13	14	18
2009-09-13	22	48	19	18	22	19
2009-09-14	21	48	17	19	12	15
2009-09-15	23	48	26	19	21	18
2009-09-16	21	48	27	10	17	13
2009-09-17	19	48	22	23	18	15
2009-09-18	23	48	18	20	19	18
2009-09-19	16	48	18	17	17	18
2009-09-20	29	48	18	22	17	27
2009-09-21	20	48	26	20	21	14
2009-09-22	29	48	34	16	26	24
2009-09-23	18	48	18	12	18	12
2009-09-24	21	48	17	20	28	23
2009-09-25	20	48	19	19	23	22
2009-09-26	24	48	26	18	20	21
2009-09-27	22	48	23	15	16	21
2009-09-28	24	48	21	22	18	19
2009-09-29	22	48	22	18	14	17
2009-09-30	22	48	24	21	20	17
2009-10-01	22	48	34	28	16	30
2009-10-02	8	48	24	20	23	28
2009-10-03	11	48	23	31	17	28
2009-10-04	14	48	21	19	16	16
2009-10-05	19	48	21	12	16	16
2009-10-06	25	48	23	20	8	17
2009-10-07	22	48	21	16	17	14
2009-10-08	21	48	28	21	21	24
2009-10-09	22	48	25	20	10	27
2009-10-10	25	48	28	19	14	21
2009-10-11	22	48	29	19	15	27
2009-10-12	28	48	31	26	10	26
2009-10-13	17	48	23	20	7	18
2009-10-14	15	48	22	20	12	20
2009-10-15	24	48	27	24	10	24
2009-10-16	28	48	23	25	19	23
2009-10-17	23	48	24	19	25	15
2009-10-18	16	48	30	22	18	15
2009-10-19	21	48	26	14	16	13
2009-10-20	27	48	9	24	18	25
2009-10-21	25	48	23	11	27	20
2009-10-22	15	48	30	17	14	14
2009-10-23	13	48	0	0	0	0
2009-10-24	6	48	2	2	7	0
2009-10-25	4	48	16	12	11	9
2009-10-26	7	48	24	14	17	22
2009-10-27	8	48	20	19	11	18
2009-10-28	16	48	27	37	22	21
2009-10-29	15	48	20	15	7	13
2009-10-30	3	48	1	0	0	0
2009-10-31	5	48	4	0	3	0
2009-11-01	10	48	25	9	11	4
2009-11-02	4	48	10	16	12	12
2009-11-03	20	48	13	18	12	16
2009-11-04	18	48	17	12	11	16
2009-11-05	14	48	15	18	13	19
2009-11-06	14	48	9	16	16	14
2009-11-07	17	48	11	14	13	18
2009-11-08	23	48	14	17	11	19
2009-11-09	16	48	11	14	9	13
2009-11-10	4	48	11	15	8	9
2009-11-11	1	48	15	17	13	14
2009-11-12	14	48	11	21	4	19
2009-11-13	18	48	9	9	12	19
2009-11-14	17	48	12	18	7	15
2009-11-15	13	48	10	12	12	25
2009-11-16	14	48	20	23	14	15
2009-11-17	7	48	19	25	14	3
2009-11-18	8	48	8	6	18	7
2009-11-19	5	48	6	2	17	0
2009-11-20	6	48	0	8	13	10
2009-11-21	5	48	1	15	10	15
2009-11-22	15	48	2	18	15	19
2009-11-23	15	48	3	12	12	14
2009-11-24	27	48	3	19	17	25
2009-11-25	21	48	1	7	15	20
2009-11-26	24	48	3	18	19	22
2009-11-27	13	48	1	18	17	9
2009-11-28	10	48	0	13	14	19
2009-11-29	12	48	0	8	11	15
2009-11-30	13	48	0	14	15	13
2009-12-01	9	48	1	4	10	6
2009-12-02	16	48	39	8	16	19
2009-12-03	11	48	48	7	8	8
2009-12-04	4	48	48	1	9	14
2009-12-05	7	48	48	3	5	12
2009-12-06	8	48	48	8	13	9
2009-12-07	9	48	48	1	15	21
2009-12-08	9	48	48	2	17	22
2009-12-09	6	48	48	5	3	12
2009-12-10	13	48	48	7	5	11
2009-12-11	8	48	48	2	8	9
2009-12-12	8	48	48	3	7	15
2009-12-13	3	48	48	1	15	18
2009-12-14	3	48	48	0	14	14
2009-12-15	2	48	48	0	7	10
2009-12-16	0	48	48	1	6	12
2009-12-17	0	48	48	0	11	13
2009-12-18	0	48	48	44	13	18
2009-12-19	0	48	48	48	20	22
2009-12-20	20	48	48	48	13	20
2009-12-21	48	48	48	48	11	10
2009-12-22	48	48	48	48	17	20
2009-12-23	48	48	48	48	20	23
2009-12-24	48	48	48	48	8	12
2009-12-25	48	48	48	48	3	2
2009-12-26	48	48	48	48	8	4
2009-12-27	48	48	48	48	1	7
2009-12-28	48	48	48	48	5	16
2009-12-29	48	48	48	48	2	3
2009-12-30	48	48	48	48	5	10
2009-12-31	48	48	48	48	1	5
2010-01-01	48	48	48	48	5	5
2010-01-02	48	48	48	48	0	0
2010-01-03	48	48	48	48	1	1
2010-01-04	48	48	48	48	4	0
2010-01-05	48	48	48	48	0	0
2010-01-06	48	48	48	48	3	0
2010-01-07	48	48	48	48	3	1
2010-01-08	48	48	48	48	2	1
2010-01-09	48	48	48	48	1	1
2010-01-10	48	48	48	48	5	1
2010-01-11	48	48	48	48	5	5
2010-01-12	48	48	48	48	2	3
2010-01-13	48	48	48	48	1	7
2010-01-14	48	48	48	48	15	7
2010-01-15	48	48	48	48	48	16
2010-01-16	48	48	48	48	48	11
2010-01-17	48	48	48	48	48	4
2010-01-18	48	48	48	48	48	10
2010-01-19	48	48	48	48	48	9
2010-01-20	48	48	48	48	48	16
2010-01-21	48	48	48	48	48	23
2010-01-22	48	48	48	48	48	18
2010-01-23	48	48	48	48	48	16
2010-01-24	48	48	48	48	48	3
2010-01-25	48	48	48	48	48	2
2010-01-26	48	48	48	48	48	3
2010-01-27	48	48	48	48	48	2
2010-01-28	48	48	48	48	48	4
2010-01-29	48	48	48	48	48	1
2010-01-30	48	48	48	48	48	2
2010-01-31	48	48	48	48	48	1
2010-02-01	48	48	48	48	48	5
2010-02-02	48	48	48	48	48	5
2010-02-03	48	48	48	48	48	3
2010-02-04	48	48	48	48	48	12
2010-02-05	48	48	48	48	48	9
2010-02-06	48	48	48	48	48	2
2010-02-07	48	48	48	48	48	5
2010-02-08	48	48	48	48	48	9
2010-02-09	48	48	48	48	48	3
2010-02-10	48	48	48	48	48	2
2010-02-11	48	48	48	48	48	1
2010-02-12	48	48	48	48	48	2
2010-02-13	48	48	48	48	48	5
2010-02-14	48	48	48	48	48	5
2010-02-15	48	48	48	48	48	4
2010-02-16	48	48	48	48	48	2
2010-02-17	48	48	48	48	48	3
2010-02-18	48	48	48	48	48	2
2010-02-19	48	48	48	48	48	7
2010-02-20	48	48	48	48	48	5
2010-02-21	48	48	48	48	48	7
2010-02-22	48	48	48	48	48	6
2010-02-23	48	48	48	48	48	3
2010-02-24	48	48	48	48	48	0
2010-02-25	48	48	48	48	48	0
2010-02-26	48	48	48	48	48	2
2010-02-27	48	48	48	48	48	2
2010-02-28	48	48	48	48	48	2
2010-03-01	48	48	48	48	48	1
2010-03-02	48	48	48	48	48	2
2010-03-03	48	48	48	48	48	0
2010-03-04	48	48	48	48	48	3
2010-03-05	36	48	32	36	36	8
2010-03-06	14	48	20	16	24	20
2010-03-07	27	48	28	22	9	23
2010-03-08	13	48	35	35	3	24
2010-03-09	8	48	37	18	16	17
2010-03-10	11	48	18	10	19	1
2010-03-11	5	48	10	10	8	6
2010-03-12	6	48	4	2	11	0
2010-03-13	4	48	1	1	0	1
2010-03-14	11	48	0	1	1	0
2010-03-15	6	48	13	7	15	1
2010-03-16	16	48	27	32	17	29
2010-03-17	12	48	36	34	19	28
2010-03-18	24	48	26	22	17	20
2010-03-19	27	48	36	26	23	27
2010-03-20	41	48	32	26	28	18
2010-03-21	34	48	35	23	17	18
2010-03-22	35	48	30	36	23	21
2010-03-23	34	48	32	30	25	27
2010-03-24	39	48	32	28	27	30
2010-03-25	35	48	31	22	20	21
2010-03-26	29	48	28	29	18	22
2010-03-27	26	48	32	31	19	27
2010-03-28	23	48	20	29	20	19
2010-03-29	24	48	22	21	21	15
2010-03-30	31	48	29	31	20	19
2010-03-31	31	48	34	25	15	18
2010-04-01	28	48	37	29	12	18
2010-04-02	32	48	38	36	21	19
2010-04-03	26	48	28	27	5	18
2010-04-04	34	48	22	27	16	20
2010-04-05	30	48	29	24	11	17
2010-04-06	24	48	33	30	22	19
2010-04-07	32	48	32	38	13	30
2010-04-08	30	48	30	31	15	22
2010-04-09	28	48	33	21	21	19
2010-04-10	30	48	33	22	18	21
2010-04-11	31	48	31	31	23	15
2010-04-12	30	48	33	30	25	20
2010-04-13	24	48	34	26	15	17
2010-04-14	24	48	36	16	13	20
2010-04-15	37	48	34	34	22	19
2010-04-16	35	48	37	31	14	24
2010-04-17	24	48	35	26	16	23
2010-04-18	33	48	32	24	20	19
2010-04-19	35	48	35	30	24	18
2010-04-20	29	48	27	24	23	13
2010-04-21	27	48	28	27	24	20
2010-04-22	34	48	26	20	23	23
2010-04-23	37	48	34	28	28	21
2010-04-24	22	48	27	23	14	16
2010-04-25	0	48	0	0	25	0
2010-04-26	5	48	5	2	1	0
2010-04-27	5	48	3	2	10	4
2010-04-28	6	48	10	12	9	18
2010-04-29	24	48	17	29	18	18
2010-04-30	25	48	13	25	13	21
2010-05-01	2	48	8	7	14	13
2010-05-02	12	48	8	8	12	16
2010-05-03	10	48	4	2	2	0
2010-05-04	3	48	5	2	14	3
2010-05-05	16	48	12	12	13	22
2010-05-06	24	48	18	27	20	25
2010-05-07	11	48	7	9	13	10
2010-05-08	5	48	7	0	11	8
2010-05-09	12	48	14	17	11	19
2010-05-10	34	48	16	36	18	20
2010-05-11	8	48	9	18	10	8
2010-05-12	9	48	11	8	11	3
2010-05-13	7	48	2	1	1	2
2010-05-14	5	48	8	7	10	0
2010-05-15	6	48	6	1	14	10
2010-05-16	15	48	15	11	20	21
2010-05-17	11	48	28	29	23	23
2010-05-18	10	48	26	25	21	21
2010-05-19	30	48	20	30	26	25
2010-05-20	33	48	32	41	22	24
2010-05-21	22	48	30	43	19	31
2010-05-22	22	48	21	33	16	20
2010-05-23	35	48	20	26	17	27
2010-05-24	22	48	33	27	19	23
2010-05-25	37	48	37	29	13	28
2010-05-26	26	48	40	29	17	25
2010-05-27	32	48	40	30	25	23
2010-05-28	29	48	30	26	27	19
2010-05-29	35	48	29	28	18	21
2010-05-30	32	48	18	30	20	24
2010-05-31	31	48	29	29	19	26
2010-06-01	26	48	31	23	15	18
2010-06-02	9	48	1	0	0	1
2010-06-03	3	48	1	0	7	12
2010-06-04	28	48	11	23	15	24
2010-06-05	9	48	8	7	2	9
2010-06-06	1	48	5	1	6	5
2010-06-07	9	48	15	9	18	24
2010-06-08	16	48	16	16	19	9
2010-06-09	2	48	15	7	14	24
2010-06-10	22	48	14	26	16	15
2010-06-11	7	48	18	9	21	22
2010-06-12	15	48	5	4	5	10
2010-06-13	3	48	0	0	0	0
2010-06-14	2	48	1	0	1	0
2010-06-15	8	48	3	2	0	0
2010-06-16	9	48	9	4	6	0
2010-06-17	5	48	7	6	16	23
2010-06-18	15	48	11	6	9	13
2010-06-19	3	48	1	1	0	0
2010-06-20	11	48	11	7	6	2
2010-06-21	6	48	8	1	13	12
2010-06-22	5	48	13	7	10	0
2010-06-23	8	48	5	10	6	0
2010-06-24	5	48	8	10	6	0
2010-06-25	10	48	16	35	16	15
2010-06-26	3	48	7	18	15	23
2010-06-27	10	48	9	30	11	24
2010-06-28	32	48	21	26	19	22
2010-06-29	31	48	37	25	20	18
2010-06-30	27	48	33	20	27	18
2010-07-01	28	48	29	26	19	24
2010-07-02	29	48	32	26	24	19
2010-07-03	24	48	34	20	18	24
2010-07-04	27	48	39	31	19	30
2010-07-05	22	48	30	28	27	31
2010-07-06	25	48	20	26	18	22
2010-07-07	38	48	17	20	14	23
2010-07-08	25	48	22	16	18	25
2010-07-09	31	48	24	20	21	20
2010-07-10	28	48	19	21	17	21
2010-07-11	31	48	25	17	14	24
2010-07-12	22	48	22	26	13	24
2010-07-13	30	48	26	24	22	19
2010-07-14	27	48	33	27	16	24
2010-07-15	31	48	29	30	15	27
2010-07-16	25	48	34	18	24	26
2010-07-17	29	48	33	23	21	20
2010-07-18	31	48	35	19	23	25
2010-07-19	35	48	16	28	18	21
2010-07-20	34	48	21	26	15	20
2010-07-21	28	48	32	26	24	23
2010-07-22	31	48	29	32	27	22
2010-07-23	15	48	33	29	25	27
2010-07-24	32	48	28	23	19	18
2010-07-25	24	48	27	24	20	17
2010-07-26	27	48	20	22	23	19
2010-07-27	32	48	27	27	27	17
2010-07-28	33	48	32	30	24	23
2010-07-29	29	48	32	27	23	19
2010-07-30	30	48	26	18	28	21
2010-07-31	27	48	23	30	26	21
2010-08-01	22	48	30	20	21	15
2010-08-02	25	48	26	20	24	25
2010-08-03	32	48	16	25	19	22
2010-08-04	33	48	21	28	26	22
2010-08-05	25	48	23	25	28	20
2010-08-06	25	48	27	27	19	23
2010-08-07	25	48	32	26	17	19
2010-08-08	25	48	30	22	13	30
2010-08-09	24	48	28	14	16	18
2010-08-10	30	48	25	28	23	27
2010-08-11	31	48	27	27	23	18
2010-08-12	31	48	27	20	20	20
2010-08-13	27	48	23	26	17	16
2010-08-14	22	48	20	15	6	13
2010-08-15	33	48	33	26	2	16
2010-08-16	24	48	28	22	3	15
2010-08-17	27	48	23	26	27	22
2010-08-18	25	48	28	22	12	23
2010-08-19	25	48	25	21	16	17
2010-08-20	31	48	27	30	13	18
2010-08-21	26	48	19	31	18	20
2010-08-22	22	48	20	21	19	15
2010-08-23	22	48	19	20	15	13
2010-08-24	22	48	31	18	18	23
2010-08-25	25	48	23	18	17	12
2010-08-26	22	48	18	16	13	15
2010-08-27	24	48	21	17	13	15
2010-08-28	18	48	19	21	16	13
2010-08-29	28	48	28	20	12	17
2010-08-30	18	48	28	18	11	18
2010-08-31	28	48	29	28	15	20
2010-09-01	11	48	31	21	2	16
2010-09-02	22	48	26	22	0	19
2010-09-03	28	48	19	24	20	16
2010-09-04	19	48	22	16	11	21
2010-09-05	30	48	17	20	16	16
2010-09-06	26	48	30	16	21	13
2010-09-07	28	48	18	14	18	22
2010-09-08	20	48	20	16	7	7
2010-09-09	29	48	14	25	20	17
2010-09-10	26	48	29	17	17	18
2010-09-11	26	48	30	18	12	17
2010-09-12	20	48	18	16	12	18
2010-09-13	22	48	20	15	11	10
2010-09-14	18	48	12	16	15	12
2010-09-15	21	48	23	22	17	12
2010-09-16	27	48	34	26	23	17
2010-09-17	21	48	16	14	8	17
2010-09-18	24	48	32	27	19	15
2010-09-19	4	48	13	6	1	2
2010-09-20	0	48	0	0	2	5
2010-09-21	7	48	9	11	10	10
2010-09-22	2	48	2	4	0	0
2010-09-23	1	48	3	0	7	10
2010-09-24	4	48	3	2	1	1
2010-09-25	2	48	4	2	27	8
2010-09-26	11	48	11	6	37	1
2010-09-27	4	48	5	0	18	4
2010-09-28	6	48	6	14	15	12
2010-09-29	20	48	4	14	8	14
2010-09-30	16	48	19	20	10	10
2010-10-01	17	48	19	14	16	10
2010-10-02	17	48	17	18	10	14
2010-10-03	20	48	21	20	19	16
2010-10-04	21	48	19	18	15	14
2010-10-05	15	48	21	21	16	17
2010-10-06	18	48	18	20	21	20
2010-10-07	14	48	17	21	27	9
2010-10-08	19	48	22	19	23	9
2010-10-09	23	48	12	17	8	16
2010-10-10	16	48	14	16	5	13
2010-10-11	15	48	17	19	3	13
2010-10-12	19	48	15	21	3	10
2010-10-13	16	48	12	15	14	16
2010-10-14	20	48	18	20	37	18
2010-10-15	14	48	17	11	27	11
2010-10-16	20	48	16	15	22	15
2010-10-17	16	48	12	13	28	14
2010-10-18	21	48	20	21	12	16
2010-10-19	18	48	14	17	3	18
2010-10-20	18	48	14	9	15	11
2010-10-21	16	48	10	10	5	10
2010-10-22	16	48	14	17	7	14
2010-10-23	18	48	24	18	12	11
2010-10-24	25	48	33	27	29	20
2010-10-25	22	48	25	20	10	6
2010-10-26	27	48	25	21	10	11
2010-10-27	23	48	16	14	9	15
2010-10-28	25	48	17	22	17	24
2010-10-29	19	48	16	11	8	16
2010-10-30	15	48	10	15	11	14
2010-10-31	15	48	8	19	9	8
2010-11-01	17	48	11	12	9	14
2010-11-02	15	48	10	12	9	8
2010-11-03	14	48	10	12	3	6
2010-11-04	14	48	11	17	9	11
2010-11-05	13	48	6	5	4	9
2010-11-06	15	48	10	18	9	9
2010-11-07	10	48	16	13	9	13
2010-11-08	13	48	12	14	4	9
2010-11-09	17	48	11	13	9	11
2010-11-10	9	48	9	7	6	11
2010-11-11	14	48	10	17	7	18
2010-11-12	21	48	11	23	10	12
2010-11-13	20	48	17	19	10	23
2010-11-14	12	48	11	13	4	8
2010-11-15	14	48	11	14	9	12
2010-11-16	8	48	8	9	4	10
2010-11-17	19	48	10	20	5	14
2010-11-18	13	48	8	18	14	8
2010-11-19	13	48	10	11	6	14
2010-11-20	13	48	12	14	6	8
2010-11-21	19	48	22	15	7	13
2010-11-22	12	48	11	10	5	12
2010-11-23	7	48	6	8	0	5
2010-11-24	22	48	12	29	10	10
2010-11-25	17	48	10	10	6	10
2010-11-26	10	48	20	9	14	12
2010-11-27	10	48	11	10	8	5
2010-11-28	10	48	13	7	8	6
2010-11-29	24	48	11	31	10	11
2010-11-30	9	48	14	16	13	12
2010-12-01	13	48	10	8	10	11
2010-12-02	16	48	12	18	5	21
2010-12-03	19	48	15	8	1	18
2010-12-04	28	48	12	21	10	18
2010-12-05	10	48	7	8	8	3
2010-12-06	12	48	15	13	7	15
2010-12-07	9	48	7	8	0	6
2010-12-08	4	48	11	6	0	8
2010-12-09	14	48	15	3	12	7
2010-12-10	7	48	12	0	19	11
2010-12-11	19	48	18	2	22	14
2010-12-12	10	48	8	0	48	8
2010-12-13	8	48	10	0	48	12
2010-12-14	12	48	21	2	48	5
2010-12-15	19	48	18	3	48	6
2010-12-16	22	48	16	0	48	8
2010-12-17	8	48	5	0	48	4
2010-12-18	6	48	3	0	48	5
2010-12-19	7	48	11	1	48	10
2010-12-20	21	48	25	2	48	9
2010-12-21	16	48	11	0	48	7
2010-12-22	13	48	11	0	48	9
2010-12-23	16	48	11	1	48	9
2010-12-24	18	48	14	1	48	13
2010-12-25	17	48	9	1	48	9
2010-12-26	12	48	9	1	48	7
2010-12-27	8	48	7	1	48	10
2010-12-28	4	48	3	1	48	4
2010-12-29	22	48	11	0	48	8
2010-12-30	12	48	19	0	48	4
2010-12-31	4	48	6	0	48	2
2011-01-01	7	5	6	0	48	3
2011-01-02	4	9	6	2	48	8
2011-01-03	4	12	8	0	48	2
2011-01-04	2	12	2	0	48	1
2011-01-05	11	16	12	0	48	3
2011-01-06	8	18	15	1	48	9
2011-01-07	11	15	11	1	48	8
2011-01-08	5	3	7	0	48	5
2011-01-09	3	5	11	0	48	3
2011-01-10	11	1	13	2	48	10
2011-01-11	12	1	17	3	48	3
2011-01-12	3	3	7	0	48	6
2011-01-13	3	8	10	0	48	1
2011-01-14	10	8	15	0	48	1
2011-01-15	0	3	10	1	48	2
2011-01-16	2	7	9	1	48	5
2011-01-17	13	13	16	1	48	5
2011-01-18	8	4	4	0	48	3
2011-01-19	0	5	8	0	48	9
2011-01-20	2	13	11	0	48	0
2011-01-21	48	4	9	1	48	0
2011-01-22	48	6	8	0	48	1
2011-01-23	48	7	5	0	48	4
2011-01-24	48	2	3	0	48	1
2011-01-25	48	9	15	1	47	6
2011-01-26	48	14	11	0	48	0
2011-01-27	48	7	5	0	48	2
2011-01-28	48	5	8	0	47	14
2011-01-29	48	2	3	1	48	1
2011-01-30	48	4	3	2	48	1
2011-01-31	48	4	36	0	48	2
2011-02-01	48	6	48	1	48	1
2011-02-02	48	5	48	13	48	10
2011-02-03	48	5	48	48	48	48
2011-02-04	48	6	48	48	48	48
2011-02-05	48	3	48	48	48	48
2011-02-06	48	2	48	48	48	48
2011-02-07	48	8	48	48	48	48
2011-02-08	48	5	48	48	48	48
2011-02-09	48	6	48	48	48	48
2011-02-10	48	6	48	48	48	48
2011-02-11	48	6	48	48	48	48
2011-02-12	48	5	48	48	48	48
2011-02-13	48	2	48	48	48	48
2011-02-14	48	15	48	48	48	48
2011-02-15	48	16	48	48	48	48
2011-02-16	48	12	48	48	48	48
2011-02-17	48	1	48	48	48	48
2011-02-18	48	1	48	48	48	48
2011-02-19	48	9	48	48	48	48
2011-02-20	48	9	48	48	48	48
2011-02-21	48	9	48	48	48	48
2011-02-22	48	9	48	48	48	48
2011-02-23	48	14	48	48	48	48
2011-02-24	48	12	48	48	48	48
2011-02-25	48	9	48	48	48	48
2011-02-26	48	15	48	48	48	48
2011-02-27	48	15	48	48	48	48
2011-02-28	48	7	48	48	48	48
2011-03-01	48	6	48	48	48	48
2011-03-02	48	7	48	48	48	48
2011-03-03	48	13	48	48	48	48
2011-03-04	48	14	48	48	48	48
2011-03-05	48	10	48	48	48	48
2011-03-06	48	3	48	48	48	48
2011-03-07	48	18	48	48	48	48
2011-03-08	48	15	48	48	48	48
2011-03-09	48	7	48	48	48	48
2011-03-10	48	6	48	48	48	48
2011-03-11	48	7	48	48	48	48
2011-03-12	48	7	48	48	48	48
2011-03-13	48	9	48	48	48	48
2011-03-14	48	27	48	48	48	48
2011-03-15	48	48	48	48	48	48
2011-03-16	48	48	35	47	31	30
2011-03-17	48	48	29	48	10	14
2011-03-18	48	48	13	48	8	13
2011-03-19	48	48	20	48	12	16
2011-03-20	48	48	27	48	11	15
2011-03-21	48	48	16	48	8	13
2011-03-22	48	48	18	48	17	16
2011-03-23	48	48	23	48	10	22
2011-03-24	48	48	31	48	14	16
2011-03-25	48	48	37	48	18	26
2011-03-26	48	48	29	48	14	17
2011-03-27	48	48	27	48	13	15
2011-03-28	48	48	21	48	13	16
2011-03-29	48	48	33	48	13	20
2011-03-30	48	48	29	48	14	15
2011-03-31	37	48	28	36	16	23
2011-04-01	28	48	20	15	17	18
2011-04-02	32	48	31	19	18	18
2011-04-03	31	48	16	14	18	16
2011-04-04	26	48	21	22	16	20
2011-04-05	28	48	22	14	20	16
2011-04-06	35	48	23	19	19	15
2011-04-07	27	48	26	23	24	21
2011-04-08	34	48	27	31	12	20
2011-04-09	30	48	28	18	20	17
2011-04-10	37	48	17	12	20	15
2011-04-11	36	48	31	17	17	13
2011-04-12	35	48	18	19	11	19
2011-04-13	35	48	18	18	14	11
2011-04-14	37	48	10	22	9	12
2011-04-15	38	48	28	25	14	15
2011-04-16	39	48	30	15	12	23
2011-04-17	38	48	29	22	14	14
2011-04-18	37	48	23	27	10	20
2011-04-19	29	48	17	14	4	5
2011-04-20	25	48	13	1	15	0
2011-04-21	32	48	11	2	17	15
2011-04-22	31	48	5	2	15	9
2011-04-23	28	48	5	3	15	3
2011-04-24	33	48	12	13	8	13
2011-04-25	33	48	4	7	17	22
2011-04-26	31	48	15	1	14	9
2011-04-27	28	48	6	2	9	11
2011-04-28	34	48	11	10	13	23
2011-04-29	33	48	17	18	13	17
2011-04-30	36	48	16	12	14	33
2011-05-01	32	48	28	16	23	48
2011-05-02	36	48	24	18	17	48
2011-05-03	25	48	27	13	13	48
2011-05-04	31	48	12	14	12	48
2011-05-05	38	48	28	21	16	48
2011-05-06	28	48	21	17	16	48
2011-05-07	35	48	21	17	12	48
2011-05-08	36	48	21	16	17	48
2011-05-09	41	48	23	22	13	48
2011-05-10	30	48	28	16	21	48
2011-05-11	42	48	12	19	14	48
2011-05-12	41	48	21	45	18	48
2011-05-13	37	48	31	48	15	48
